test_id,config,claim_index,claim,supported,reason
108be638ceef764c,B0,16,Discussions about the future of the monarchy continue amidst changing public sentiments,False,Evidence does not discuss debates about the monarchy's future.
108be638ceef764c,B1,1,King Charles III is set to undergo treatment for a prostate condition.,True,Evidence states King Charles will be treated for enlarged prostate.
108be638ceef764c,B1,2,King Charles III's prostate condition is benign.,True,Evidence explicitly says his condition is benign.
108be638ceef764c,B1,3,Benign prostate conditions are common in older men.,True,Evidence states condition is common in older men.
108be638ceef764c,B1,4,King Charles III will have a corrective procedure next week.,True,Evidence says he will undergo corrective procedure next week.
108be638ceef764c,B1,5,The Princess of Wales is in the hospital.,True,Evidence states Princess of Wales is in hospital.
108be638ceef764c,B1,6,The Princess of Wales is recovering from abdominal surgery.,True,Evidence says she is recovering after abdominal surgery.
108be638ceef764c,B1,7,The Princess of Wales's abdominal surgery is not cancer-related.,True,Evidence states her condition is non-cancer related.
108be638ceef764c,B1,8,King Charles III will step back from his public duties during his recovery period.,False,"Evidence says his public engagements postponed, not 'step back' duties phrase used for him."
108be638ceef764c,B1,9,The Princess of Wales will step back from her public duties during her recovery period.,True,Evidence says Catherine will step back from royal duties for months.
108be638ceef764c,B1,10,The announcements about King Charles III's and the Princess of Wales's health were made in close succession.,True,Evidence says announcements made within two hours of each other.
108be638ceef764c,M,1,King Charles III is set to undergo treatment for a benign prostate condition,True,Directly stated King Charles set to be treated for benign prostate condition.
108be638ceef764c,M,2,A benign prostate condition is common in older men,True,NHS guidance says the condition is common in older men.
108be638ceef764c,M,3,Buckingham Palace announced that King Charles III will have a 'corrective procedure',True,Buckingham Palace statement says he will undergo a corrective procedure.
108be638ceef764c,M,4,King Charles III will postpone his public engagements for a short recuperation period,True,Palace said public engagements postponed for short recuperation period.
108be638ceef764c,M,5,The news about King Charles III's health coincided with the announcement about the Princess of Wales,True,Announcements made within two hours of each other on same day.
108be638ceef764c,M,6,The Princess of Wales is in the hospital,True,Princess of Wales is recovering in hospital after surgery.
108be638ceef764c,M,7,The Princess of Wales is recovering from abdominal surgery,True,She underwent abdominal surgery and is recovering in hospital.
108be638ceef764c,M,8,The Princess of Wales's abdominal surgery is not cancer-related,True,Palace confirmed the condition is not cancer-related.
108be638ceef764c,M,9,King Charles III is stepping back from his duties during his recovery period,False,"Evidence says King had short recuperation, not stepping back from duties like Kate."
108be638ceef764c,M,10,The Princess of Wales is stepping back from her duties during her recovery period,True,Catherine will step back from royal duties for months per evidence.
108be638ceef764c,M_nocap,1,King Charles III is set to undergo treatment for a benign prostate condition,True,Directly stated King Charles set to be treated for benign prostate condition.
108be638ceef764c,M_nocap,2,The benign prostate condition is specifically an enlarged prostate,True,Evidence states his benign condition is an enlarged prostate.
108be638ceef764c,M_nocap,3,An enlarged prostate is common in older men,True,NHS/evidence states enlarged prostate is common in older men.
108be638ceef764c,M_nocap,4,Buckingham Palace announced that King Charles III will have a corrective procedure,True,Buckingham Palace statement announced the corrective procedure.
108be638ceef764c,M_nocap,5,King Charles III will need some time for recuperation,True,Evidence mentions a short period of recuperation.
108be638ceef764c,M_nocap,6,King Charles III's public engagements will be postponed during his recuperation,True,Palace said public engagements postponed during recuperation.
108be638ceef764c,M_nocap,7,The Princess of Wales is recovering in the hospital,True,Evidence states Princess of Wales recovering in hospital after surgery.
108be638ceef764c,M_nocap,8,The Princess of Wales underwent abdominal surgery,True,Evidence confirms she underwent abdominal surgery.
108be638ceef764c,M_nocap,9,Both health announcements (King Charles III's and the Princess of Wales's) were made in close succession,True,Announcements made within two hours/90 minutes of each other.
108be638ceef764c,M_nocap,10,The Prince of Wales is expected to step back from royal duties,True,Evidence states Prince of Wales will step back from royal duties.
108be638ceef764c,M_nocap,11,The Prince of Wales is expected to step back from royal duties to support his family during this time,True,Evidence says he'll step back to be with his wife and children.
11c4cea9638ae8fa,B0,1,"Patsy Palmer made a return to ""EastEnders"".",False,Evidence never mentions Patsy Palmer at all.
11c4cea9638ae8fa,B0,2,"Patsy Palmer's return to ""EastEnders"" was much-anticipated.",False,No mention of Patsy Palmer or anticipation of her return.
11c4cea9638ae8fa,B0,3,Patsy Palmer reprised her role as Bianca Jackson.,False,Bianca Jackson and Patsy Palmer are not mentioned in evidence.
11c4cea9638ae8fa,B0,4,The role of Bianca Jackson is an iconic role for Patsy Palmer.,False,No mention of Bianca Jackson being iconic or Patsy Palmer.
11c4cea9638ae8fa,B0,5,"Patsy Palmer had a lengthy absence from ""EastEnders"" before her return.",False,No mention of Patsy Palmer's absence from EastEnders.
11c4cea9638ae8fa,B0,6,Patsy Palmer's comeback has generated excitement among fans.,False,Evidence contains no mention of Patsy Palmer's comeback or fan reaction.
11c4cea9638ae8fa,B0,7,Fans fondly remember Bianca Jackson's dramatic storylines.,False,No mention of Bianca Jackson's storylines in evidence.
11c4cea9638ae8fa,B0,8,Fans fondly remember Bianca Jackson's memorable catchphrases.,False,No mention of Bianca Jackson's catchphrases in evidence.
11c4cea9638ae8fa,B0,9,"""EastEnders"" often brings back beloved characters.",False,Evidence doesn't discuss EastEnders bringing back characters.
11c4cea9638ae8fa,B0,10,"Bringing back beloved characters is part of a broader trend in ""EastEnders"".",False,No mention of such a trend in the evidence.
11c4cea9638ae8fa,B0,11,Bringing back beloved characters is intended to reignite interest in the show.,False,No mention of reigniting interest via returning characters.
11c4cea9638ae8fa,B0,12,Bringing back beloved characters is intended to engage viewers.,False,No mention of engaging viewers via character returns.
11c4cea9638ae8fa,B0,13,Patsy Palmer's reappearance is expected to bring fresh dynamics to the existing plotlines.,False,Patsy Palmer and plotline dynamics not mentioned in evidence.
11c4cea9638ae8fa,B0,14,Patsy Palmer's reappearance is expected to deepen emotional connections within the show's community.,False,No mention of Patsy Palmer or emotional connections in evidence.
11c4cea9638ae8fa,B1,1,The evidence does not provide any information regarding Patsy Palmer's return to EastEnders.,True,No mention of Patsy Palmer or EastEnders return anywhere in evidence.
11c4cea9638ae8fa,B1,2,The evidence covers a scandal involving the Post Office.,True,Evidence includes Post Office scandal articles about Mrs Palmer and Vennells.
11c4cea9638ae8fa,B1,3,The evidence covers the sale of the EastEnders set.,True,Evidence explicitly describes BBC selling EastEnders set at Elstree.
11c4cea9638ae8fa,B1,4,The evidence covers police failures in Rochdale.,True,Evidence describes police failures in Rochdale grooming gangs case.
11c4cea9638ae8fa,B1,5,The evidence covers a murder case.,True,Evidence covers Alfie Phillips murder case and trial.
11c4cea9638ae8fa,B1,6,There is insufficient evidence to summarize the query.,False,Evidence contains substantial detail; claim of insufficiency is unsupported.
11c4cea9638ae8fa,M,1,The evidence does not provide any information regarding Patsy Palmer's return to EastEnders.,True,Evidence never mentions Patsy Palmer or EastEnders return.
11c4cea9638ae8fa,M,2,The evidence covers a scandal involving a different individual.,True,"Post Office scandal involves Mrs Palmer, a different individual."
11c4cea9638ae8fa,M,3,The evidence covers the sale of the EastEnders set.,True,Article 2 covers BBC selling the EastEnders set.
11c4cea9638ae8fa,M,4,The evidence covers health issues of a public figure.,True,Articles 3 and 5 cover health issues of public figures.
11c4cea9638ae8fa,M,5,The evidence covers the death of a notable DJ.,True,Article 4 covers death of DJ Annie Nightingale.
11c4cea9638ae8fa,M,6,The evidence covers a tragic incident involving a dancer.,True,Article 5 covers dancer Órla Baxendale's tragic death.
11c4cea9638ae8fa,M,7,There is insufficient evidence to summarize the query.,False,"Evidence is substantial and topically clear, contradicting insufficiency claim."
14959417647b94ee,B0,1,"The BBC has defended its show ""Dragons' Den"".",False,Evidence never mentions Dragons' Den at all.
14959417647b94ee,B0,2,"""Dragons' Den"" is a popular show.",False,No mention of Dragons' Den in evidence.
14959417647b94ee,B0,3,"""Dragons' Den"" has received criticism regarding its portrayal of entrepreneurs.",False,No mention of Dragons' Den in evidence.
14959417647b94ee,B0,4,"""Dragons' Den"" has received criticism regarding the pressure placed on contestants.",False,No mention of Dragons' Den in evidence.
14959417647b94ee,B0,5,"Critics argue that ""Dragons' Den"" can create unrealistic expectations about business success.",False,No mention of Dragons' Den in evidence.
14959417647b94ee,B0,6,"Critics argue that ""Dragons' Den"" can create unrealistic expectations about the harshness of the investment process.",False,No mention of Dragons' Den in evidence.
14959417647b94ee,B0,7,The BBC emphasized the program's role in showcasing innovation.,False,No mention of Dragons' Den in evidence.
14959417647b94ee,B0,8,The BBC emphasized the program's role in showcasing entrepreneurship.,False,No mention of Dragons' Den in evidence.
14959417647b94ee,B0,9,"The BBC highlighted that ""Dragons' Den"" provides valuable insights into the challenges of starting a business.",False,No mention of Dragons' Den in evidence.
14959417647b94ee,B0,10,The BBC maintains that the show's format encourages resilience among aspiring entrepreneurs.,False,No mention of Dragons' Den in evidence.
14959417647b94ee,B0,11,The BBC maintains that the show's format encourages creativity among aspiring entrepreneurs.,False,No mention of Dragons' Den in evidence.
14959417647b94ee,B1,1,"The evidence does not provide any information regarding the BBC's defense of ""Dragons' Den"".",True,No mention of Dragons' Den in the evidence.
14959417647b94ee,B1,2,"The evidence does not provide any information regarding criticism related to the BBC's defense of ""Dragons' Den"".",True,No mention of Dragons' Den criticism in the evidence.
14959417647b94ee,B1,3,The evidence covers New Year's celebrations.,True,Article 1 covers New Year celebrations across UK.
14959417647b94ee,B1,4,The evidence covers online radicalization.,True,Article 2 covers online radicalisation of young Britons.
14959417647b94ee,B1,5,The evidence covers trust in online news.,True,Article 3 discusses trust and transparency in online news.
14959417647b94ee,B1,6,The evidence covers an exposé on TB Joshua.,True,Article 4 covers TB Joshua exposé and faked miracles.
14959417647b94ee,B1,7,The evidence covers allegations against SpaceX.,True,Article 5 covers allegations against SpaceX.
14959417647b94ee,M,1,The evidence does not provide any specific information regarding the BBC's defense of 'Dragons' Den',True,Evidence never mentions Dragons' Den at all.
14959417647b94ee,M,2,The evidence does not provide any specific information regarding criticism related to 'Dragons' Den',True,Evidence never mentions Dragons' Den criticism.
14959417647b94ee,M,3,The evidence discusses broader issues concerning the BBC's impartiality,True,Evidence discusses BBC impartiality as an ongoing issue.
14959417647b94ee,M,4,The evidence discusses broader issues concerning the BBC's complaints handling,True,Evidence discusses complaints handling and scrutiny recommendations.
14959417647b94ee,M,5,The evidence discusses broader issues concerning trust in the BBC's news services,True,Evidence mentions BBC being most trusted news provider.
14959417647b94ee,M,6,The government has consulted with the BBC on recommendations to improve transparency,False,"Consultation was on recommendations generally, not specifically transparency."
14959417647b94ee,M,7,The government has consulted with Ofcom on recommendations to improve transparency,False,"Consultation was on recommendations generally, not specifically transparency."
14959417647b94ee,M,8,The government has consulted with the BBC on recommendations to address public confidence in the BBC's operations,False,"Consultation was about recommendations broadly, not specifically public confidence."
14959417647b94ee,M,9,The government has consulted with Ofcom on recommendations to address public confidence in the BBC's operations,False,"Consultation was about recommendations broadly, not specifically public confidence."
14959417647b94ee,M,10,The BBC emphasizes its commitment to impartiality in its reporting,True,BBC states it treats subjects with impartiality reflecting full range of views.
14959417647b94ee,M,11,The BBC emphasizes its commitment to accuracy in its reporting,True,Evidence references BBC's accuracy and verification policy.
14959417647b94ee,M,12,There is no mention of 'Dragons' Den' in the evidence,True,No mention of Dragons' Den anywhere in evidence.
14959417647b94ee,M,13,There is no mention of controversies related to 'Dragons' Den' in the evidence,True,No mention of Dragons' Den controversies anywhere in evidence.
14959417647b94ee,M_nocap,1,"The evidence does not provide information specifically related to the BBC's defense of ""Dragons' Den"".",True,No mention of Dragons' Den anywhere in evidence.
14959417647b94ee,M_nocap,2,"The evidence does not provide information specifically related to criticism the BBC may have faced over ""Dragons' Den"".",True,No mention of Dragons' Den criticism in evidence.
14959417647b94ee,M_nocap,3,The evidence discusses broader issues regarding the BBC's impartiality.,True,Evidence discusses BBC impartiality issues in items 1 and 2.
14959417647b94ee,M_nocap,4,The evidence discusses broader issues regarding the BBC's complaints handling.,True,Evidence discusses complaints handling scrutiny in item 1.
14959417647b94ee,M_nocap,5,The evidence discusses broader issues regarding trust in the BBC's news services.,True,Evidence discusses trust and transparency in BBC news in item 2.
14959417647b94ee,M_nocap,6,The evidence discusses a topic involving a former Post Office boss.,True,"Item 3 discusses Paula Vennells, former Post Office boss."
14959417647b94ee,M_nocap,7,The evidence discusses political matters in Northern Ireland.,True,Item 4 discusses DUP and Stormont politics in Northern Ireland.
14959417647b94ee,M_nocap,8,The coverage does not address the query directly.,False,No query is specified in evidence to judge this claim against.
14d07d729cffb380,B0,1,Paul Kagame is the President of Rwanda,True,Evidence states Rwanda's President Paul Kagame explicitly.
14d07d729cffb380,B0,2,Paul Kagame recently indicated that the UK could potentially receive a refund related to its asylum deal with Rwanda,True,"Kagame said he'd return money if no asylum seekers sent, implying refund possibility."
14d07d729cffb380,B0,3,The asylum deal between the UK and Rwanda is controversial,True,"Evidence shows political disputes, court rulings, rebels—indicates controversy."
14d07d729cffb380,B0,4,The asylum deal is facing ongoing criticism,True,Evidence shows Labour and Tory MPs criticizing the policy repeatedly.
14d07d729cffb380,B0,5,The asylum deal is facing legal challenges,True,Evidence explicitly mentions legal challenges and Supreme Court ruling.
14d07d729cffb380,B0,6,The asylum deal aims to relocate asylum seekers from the UK to Rwanda,True,Evidence describes scheme to send asylum seekers from UK to Rwanda.
14d07d729cffb380,B0,7,Kagame's comments suggest a willingness to renegotiate terms of the deal,False,"Evidence shows refund possibility, not willingness to renegotiate deal terms."
14d07d729cffb380,B0,8,Kagame's comments suggest a willingness to reconsider the financial aspects of the deal,True,Kagame's refund comment reflects reconsidering financial aspects of the deal.
14d07d729cffb380,B1,1,Paul Kagame is Rwanda's President,True,Evidence identifies Kagame as Rwanda's President.
14d07d729cffb380,B1,2,Paul Kagame has indicated that he would consider returning funds to the UK if no asylum seekers are sent to Rwanda,True,Evidence states Kagame would return money if no asylum seekers sent.
14d07d729cffb380,B1,3,A government spokeswoman stated that there is no obligation to refund the money already received from the UK,True,Spokeswoman said country had 'no obligation' to return the money.
14d07d729cffb380,B1,4,The UK has paid £240 million to Rwanda,True,Evidence states UK has paid £240m so far.
14d07d729cffb380,B1,5,The UK is expected to pay Rwanda an additional £50 million,True,Evidence states further £50m is expected to be paid.
14d07d729cffb380,B1,6,The UK government has a plan to send asylum seekers to Rwanda,True,Multiple articles describe the government's plan to send asylum seekers to Rwanda.
14d07d729cffb380,B1,7,The UK government's plan to send asylum seekers to Rwanda has faced legal challenges,True,Evidence describes repeated legal challenges and Supreme Court ruling.
14d07d729cffb380,B1,8,No asylum seekers have been sent to Rwanda so far,True,Evidence states no asylum seekers have been sent to Rwanda so far.
14d07d729cffb380,B1,9,The Rwandan government has threatened to withdraw from the scheme if it does not meet international obligations,True,Evidence states Rwandan government threatened to pull out if not compliant.
14d07d729cffb380,M,1,Rwanda's President is Paul Kagame.,True,Text names Paul Kagame as Rwanda's President.
14d07d729cffb380,M,2,Paul Kagame indicated he would consider returning funds to the UK if no asylum seekers are sent to Rwanda.,True,He said he'd return money if no asylum seekers sent.
14d07d729cffb380,M,3,"A Rwandan government spokeswoman stated that Rwanda has ""no obligation"" to refund the money already received.",True,Directly stated by Rwandan government spokeswoman.
14d07d729cffb380,M,4,The UK has paid £240 million to Rwanda.,True,Evidence states UK paid £240m so far.
14d07d729cffb380,M,5,The UK is expected to pay an additional £50 million to Rwanda.,True,Evidence states further £50m expected to be paid.
14d07d729cffb380,M,6,The payments are part of a controversial asylum scheme aimed at deterring migrants.,True,Treaty described as deterring migrants crossing Channel.
14d07d729cffb380,M,7,The UK-Rwanda Treaty is central to the asylum scheme.,True,Described as central plank of government's plan.
14d07d729cffb380,M,8,The UK-Rwanda Treaty has faced legal challenges.,False,"Legal challenges mentioned regarding the bill/policy, not specifically the treaty."
14d07d729cffb380,M,9,The UK-Rwanda Treaty has not yet resulted in any asylum seekers being relocated to Rwanda.,True,Stated no asylum seekers sent to Rwanda so far.
14d07d729cffb380,M,10,The House of Lords has expressed concerns about the safety of Rwanda for asylum seekers.,True,Lords voted treaty should wait until Rwanda proven safe.
14d07d729cffb380,M,11,The House of Lords' concerns are further complicating the implementation of the scheme.,False,"Evidence doesn't state Lords' concerns complicate implementation, just delay ratification."
14d07d729cffb380,M_nocap,1,Rwanda's President is Paul Kagame,True,Evidence names Paul Kagame as Rwanda's President.
14d07d729cffb380,M_nocap,2,Paul Kagame indicated he would consider returning funds to the UK if no asylum seekers are sent to Rwanda,True,Kagame said he'd return money if no asylum seekers sent.
14d07d729cffb380,M_nocap,3,A Rwandan government spokeswoman stated that Rwanda has 'no obligation' to refund the money,True,Spokeswoman said Rwanda had 'no obligation' to return the money.
14d07d729cffb380,M_nocap,4,The UK has already paid £240 million to Rwanda,True,Evidence states UK has paid £240m so far.
14d07d729cffb380,M_nocap,5,The UK is expected to pay an additional £50 million to Rwanda,True,Evidence states further £50m expected to be paid.
14d07d729cffb380,M_nocap,6,There are ongoing legal challenges surrounding the UK-Rwanda asylum scheme,True,Multiple mentions of legal challenges grounding flights and courts.
14d07d729cffb380,M_nocap,7,There are ongoing political debates surrounding the UK-Rwanda asylum scheme,True,"Evidence describes Tory rebels, debates, and party divisions."
14d07d729cffb380,M_nocap,8,The legal challenges and political debates have delayed the implementation of the UK-Rwanda asylum policy,True,Evidence states plan repeatedly delayed by legal challenges.
14d07d729cffb380,M_nocap,9,No asylum seekers have been sent to Rwanda thus far,True,Evidence explicitly states no asylum seekers sent so far.
14d07d729cffb380,M_nocap,10,The Rwandan government has threatened to withdraw from the scheme if it does not meet international obligations,True,Evidence states Rwandan government threatened to pull out if obligations unmet.
17257fe76636c068,B0,1,The Scottish Covid inquiry has been examining decisions made by the Scottish Government during the pandemic.,True,"Evidence covers political decisions, WhatsApp deletions, independence focus by Scottish government."
17257fe76636c068,B0,2,The Scottish Covid inquiry is focusing on the effectiveness of the Scottish Government's pandemic response.,False,No mention of inquiry focusing on effectiveness of pandemic response.
17257fe76636c068,B0,3,The Scottish Covid inquiry is focusing on the impact of the Scottish Government's pandemic-related choices on public health.,False,No mention of impact on public health as focus area.
17257fe76636c068,B0,4,The timing of lockdowns is a key area of scrutiny in the Scottish Covid inquiry.,False,Timing of lockdowns not mentioned in evidence.
17257fe76636c068,B0,5,The handling of care homes is a key area of scrutiny in the Scottish Covid inquiry.,False,Care homes not mentioned in evidence.
17257fe76636c068,B0,6,The distribution of resources is a key area of scrutiny in the Scottish Covid inquiry.,False,Distribution of resources not mentioned in evidence.
17257fe76636c068,B0,7,Testimonies from health officials have been given to the Scottish Covid inquiry.,True,Chief Medical Officer and National Clinical Director gave evidence/testimony.
17257fe76636c068,B0,8,Testimonies from government leaders have been given to the Scottish Covid inquiry.,True,"Sturgeon, a government leader, is due to give evidence."
17257fe76636c068,B0,9,Testimonies given to the Scottish Covid inquiry have highlighted successes in the pandemic response.,False,No successes are highlighted in the evidence.
17257fe76636c068,B0,10,Testimonies given to the Scottish Covid inquiry have highlighted failures in the pandemic response.,True,WhatsApp deletions and secrecy accusations highlight failures.
17257fe76636c068,B0,11,There have been calls for greater transparency in future health crises.,False,No mention of calls for transparency in future health crises.
17257fe76636c068,B0,12,There have been calls for greater accountability in future health crises.,False,No mention of calls for accountability in future health crises.
17257fe76636c068,B0,13,The Scottish Covid inquiry aims to provide lessons learned to better prepare for similar situations in the future.,True,Scottish government said learning lessons is vital to prepare for future.
17257fe76636c068,B1,1,The UK Covid inquiry is ongoing,True,Evidence describes ongoing hearings and inquiry sittings.
17257fe76636c068,B1,2,The UK Covid inquiry is currently taking evidence in Scotland,True,Evidence states inquiry is sitting in Scotland taking evidence.
17257fe76636c068,B1,3,The UK Covid inquiry's current focus is on the decisions made during the pandemic,True,Second phase looks at major political decisions taken after Covid emerged.
17257fe76636c068,B1,4,Lesley Fraser is a senior civil servant,True,Explicitly called 'director general corporate at the Scottish government'.
17257fe76636c068,B1,5,Lesley Fraser has been providing testimony to the UK Covid inquiry,True,Evidence states inquiry was taking evidence from Lesley Fraser.
17257fe76636c068,B1,6,Nicola Sturgeon is a former First Minister,False,Evidence does not state Sturgeon is a former First Minister.
17257fe76636c068,B1,7,Nicola Sturgeon has stated her intention to answer questions openly when she gives evidence later,True,She said she'll answer questions directly and openly when giving evidence.
17257fe76636c068,B1,8,The Scottish government has expressed its commitment to cooperating with the UK inquiry,True,Spokesperson said committed to responding to UK Covid-19 inquiry.
17257fe76636c068,B1,9,The Scottish government has expressed its commitment to cooperating with the Scottish inquiry,True,Spokesperson said committed to responding to both UK and Scottish inquiries.
17257fe76636c068,B1,10,The Scottish government has emphasized the importance of learning from the pandemic,True,Statement says learning lessons from pandemic is vital to prepare for future.
17257fe76636c068,B1,11,Concerns have been raised regarding the deletion of WhatsApp messages by officials,True,Information commissioner raised concern about WhatsApp deletion practices.
17257fe76636c068,B1,12,The deletion of WhatsApp messages by officials has led to scrutiny over compliance with freedom of information laws,True,Commissioner said deletions gave cause for concern re: FOI law compliance.
17257fe76636c068,M,1,The UK Covid inquiry is currently taking place in Scotland,True,Evidence states inquiry is sitting in Scotland for three weeks.
17257fe76636c068,M,2,The UK Covid inquiry is gathering evidence from senior officials,True,Evidence shows inquiry taking evidence from senior civil servant Lesley Fraser.
17257fe76636c068,M,3,The UK Covid inquiry is gathering evidence from a director general from the Scottish government,True,Lesley Fraser is described as director general corporate at Scottish government.
17257fe76636c068,M,4,Nicola Sturgeon has stated that she will provide answers during her testimony at the inquiry,True,Sturgeon said she'll answer questions when she gives evidence at month's end.
17257fe76636c068,M,5,Nicola Sturgeon emphasized the need for transparency,False,"It was Dawson, not Sturgeon, who called for end to secrecy/spin."
17257fe76636c068,M,6,There are concerns regarding the deletion of Nicola Sturgeon's WhatsApp messages,True,Headline and text discuss deletion of Sturgeon's WhatsApp messages.
17257fe76636c068,M,7,Some critics claim the deletion of Nicola Sturgeon's WhatsApp messages undermines commitments made to retain correspondence for future inquiries,True,Jackie Baillie said Sturgeon broke promise to retain correspondence for inquiries.
17257fe76636c068,M,8,The inquiry is structured in phases,True,Evidence states inquiry split into modules/phases.
17257fe76636c068,M,9,The current focus of the inquiry is on political decisions made after the emergence of Covid,True,Second phase looks at major political decisions taken after Covid emerged.
17257fe76636c068,M,10,Discussions about vaccines have been postponed to a later date,True,Vaccine hearings postponed until after next general election.
17257fe76636c068,M_nocap,1,The UK Covid inquiry is currently taking place in Scotland.,True,Evidence says inquiry is sitting in Scotland for three weeks.
17257fe76636c068,M_nocap,2,The UK Covid inquiry is gathering evidence from senior civil servants.,True,Inquiry took evidence from senior civil servant Lesley Fraser.
17257fe76636c068,M_nocap,3,Lesley Fraser is from the Scottish government.,True,Fraser is director general corporate at the Scottish government.
17257fe76636c068,M_nocap,4,The UK Covid inquiry is gathering evidence from Lesley Fraser.,True,Inquiry was taking evidence from Lesley Fraser.
17257fe76636c068,M_nocap,5,Nicola Sturgeon has stated her intention to answer questions openly during her upcoming testimony.,True,Sturgeon said she'll answer questions directly and openly at end of month.
17257fe76636c068,M_nocap,6,A Scottish government spokesperson emphasized the importance of learning from the pandemic.,True,Spokesperson said learning lessons from pandemic is vital to prepare for future.
17257fe76636c068,M_nocap,7,There are concerns regarding the retention of communication records.,True,Fraser discussed retention of messages and records not being kept as now.
17257fe76636c068,M_nocap,8,It has been reported that Nicola Sturgeon's WhatsApp messages may have been deleted.,True,Headline and text state WhatsApp messages 'all deleted'.
17257fe76636c068,M_nocap,9,The reported deletion of Nicola Sturgeon's WhatsApp messages has led to accusations of a cover-up.,True,MSP called it a 'shameful cover-up' regarding digital torching of evidence.
17257fe76636c068,M_nocap,10,The reported deletion of Nicola Sturgeon's WhatsApp messages has led to accusations of broken promises regarding transparency.,True,Baillie said Sturgeon broke her promise about correspondence being kept.
17257fe76636c068,M_nocap,11,The UK Covid inquiry is examining various aspects of the pandemic response.,True,Inquiry split into modules covering different topics of pandemic response.
17257fe76636c068,M_nocap,12,The UK Covid inquiry is examining political decisions made after Covid emerged.,True,Second phase looks at major political decisions taken after Covid emerged.
1a55cb6493b98bf7,B0,1,eBay faced legal repercussions,False,Evidence does not mention eBay at all.
1a55cb6493b98bf7,B0,2,eBay was implicated in a harassment campaign,False,No mention of eBay or a harassment campaign.
1a55cb6493b98bf7,B0,3,the harassment campaign targeted a couple,False,No mention of a couple targeted by harassment.
1a55cb6493b98bf7,B0,4,the couple ran a blog,False,No mention of a couple running a blog.
1a55cb6493b98bf7,B0,5,the couple's blog was critical of eBay,False,No mention of a blog critical of eBay.
1a55cb6493b98bf7,B0,6,eBay employees engaged in a coordinated effort to intimidate the couple,False,No mention of eBay employees or intimidation efforts.
1a55cb6493b98bf7,B0,7,the coordinated effort included sending disturbing packages to the couple,False,No mention of disturbing packages sent to anyone.
1a55cb6493b98bf7,B0,8,the coordinated effort included sending threats to the couple,False,No mention of threats sent by eBay.
1a55cb6493b98bf7,B0,9,eBay was fined for its role in the harassment,False,No mention of eBay being fined for anything.
1a55cb6493b98bf7,B1,1,The evidence does not provide any information regarding an eBay fine in a blogger harassment case.,True,No mention of eBay fine or blogger harassment case anywhere.
1a55cb6493b98bf7,B1,2,The evidence covers a legal dispute involving Prince Harry and Associated Newspapers.,True,Article [1] details Prince Harry's case against Associated Newspapers.
1a55cb6493b98bf7,B1,3,The evidence covers advertising complaints against Calvin Klein.,True,Article [2] discusses Calvin Klein ad complaints and bans.
1a55cb6493b98bf7,B1,4,The evidence covers online radicalization.,True,Article [3] covers online radicalization after Hamas attack.
1a55cb6493b98bf7,B1,5,The evidence covers a dispute between Ryanair and Booking.com.,True,Article [4] details Ryanair-Booking.com dispute.
1a55cb6493b98bf7,B1,6,The evidence covers Amazon's surveillance of workers.,True,Article [5] covers Amazon worker surveillance fine.
1a55cb6493b98bf7,B1,7,There is insufficient evidence to summarize the query topic.,False,"Evidence clearly covers five distinct topics, contradicting insufficiency claim."
1a55cb6493b98bf7,M,1,The evidence does not provide any information regarding an eBay fine in a blogger harassment case.,True,No mention of eBay or blogger harassment case anywhere in evidence.
1a55cb6493b98bf7,M,2,The evidence covers topics such as online radicalization.,True,Article 1 discusses online radicalisation explicitly.
1a55cb6493b98bf7,M,3,The evidence covers topics such as the Post Office scandal.,True,Articles 2 and 3 cover the Post Office scandal.
1a55cb6493b98bf7,M,4,The evidence covers topics such as inappropriate advertising by H&M.,True,Article 4 covers H&M's inappropriate school uniform advert.
1a55cb6493b98bf7,M,5,The evidence covers topics such as Amazon's surveillance of workers.,True,Article 5 covers Amazon's surveillance of workers.
1a55cb6493b98bf7,M,6,None of the articles in the evidence mention eBay.,True,No article mentions eBay at all.
1a55cb6493b98bf7,M,7,None of the articles in the evidence mention any harassment case related to eBay.,True,No harassment case involving eBay is mentioned.
1a55cb6493b98bf7,M_nocap,1,The evidence does not provide any information regarding an eBay fine in a blogger harassment case.,True,No mention of eBay or blogger harassment anywhere in evidence.
1a55cb6493b98bf7,M_nocap,2,The evidence covers topics such as online radicalization.,True,Article 1 discusses online radicalisation following Hamas attack.
1a55cb6493b98bf7,M_nocap,3,The evidence covers topics such as the Post Office scandal.,True,Articles 2 and 3 discuss the Post Office scandal.
1a55cb6493b98bf7,M_nocap,4,The evidence covers topics such as inappropriate advertising by H&M.,True,Article 4 discusses H&M's inappropriate advert.
1a55cb6493b98bf7,M_nocap,5,The evidence covers topics such as Amazon's surveillance of workers.,True,Article 5 discusses Amazon's surveillance of workers.
1a55cb6493b98bf7,M_nocap,6,None of the articles in the evidence mention eBay.,True,No article mentions eBay at all.
1a55cb6493b98bf7,M_nocap,7,None of the articles in the evidence mention any harassment case related to eBay.,True,No article mentions any eBay harassment case.
1cf0aaeeb65a416f,B0,1,The Metropolitan Police faced scrutiny over their decision not to investigate allegations against Prince Andrew.,True,Republic reported him and criticized no action; police faced scrutiny.
1cf0aaeeb65a416f,B0,2,The allegations against Prince Andrew relate to sexual misconduct.,True,"Evidence describes groping, sexual abuse, massage allegations against Andrew."
